N,Z,residual(keV)
139,87,-239.46099999999933
138,88,-522.4239999999991
137,89,-380.79899999999907
136,90,-212.35099999999875
135,91,-116.40000000000146
134,92,128.79699999999866
133,93,446.87700000000405
141,86,-364.1650000000009
140,87,-457.5550000000003
139,88,-462.53600000000006
138,89,-590.4850000000006
137,90,-275.2410000000018
136,91,-289.6290000000008
135,92,-14.96600000000035
134,93,119.01800000000003
142,86,-306.53399999999965
141,87,-85.77900000000227
140,88,-419.8060000000005
139,89,-365.34600000000137
138,90,-519.1009999999987
137,91,-376.40100000000166
136,92,-299.9989999999998
134,94,-202.1909999999989
143,86,-377.59999999999854
142,87,-311.747000000003
141,88,-248.03700000000026
140,89,-420.0639999999985
139,90,-474.4830000000002
138,91,-483.1519999999982
137,92,-249.38000000000102
136,93,-188.62200000000303
135,94,-185.07600000000093
134,95,-59.58600000000297
143,87,-223.23099999999977
142,88,-333.69400000000314
141,89,-271.6140000000014
140,90,-497.4880000000012
139,91,-486.4569999999949
138,92,-384.9830000000002
137,93,-263.38500000000204
136,94,-307.83000000000175
144,87,-329.4250000000029
143,88,-233.51200000000244
142,89,-327.1469999999972
141,90,-454.1889999999985
140,91,-515.6619999999966
139,92,-414.0480000000025
138,93,-336.3139999999985
137,94,-381.4230000000025
145,87,-97.16599999999744
144,88,-253.04499999999825
143,89,-145.5769999999975
142,90,-303.2900000000009
141,91,-493.45100000000093
140,92,-390.5550000000003
138,94,-349.0849999999991
146,87,-189.94799999999668
145,88,-195.93800000000192
144,89,-271.9630000000034
143,90,-218.35800000000017
142,91,-370.5899999999965
141,92,-510.88900000000285
140,93,-471.4689999999973
139,94,-328.16399999999703
137,96,-336.6600000000035
146,88,-149.37099999999919
145,89,-138.8050000000003
144,90,-237.04200000000128
143,91,-341.1299999999974
142,92,-305.04099999999744
141,93,-425.19400000000314
140,94,-230.01400000000285
138,96,-437.58899999999994
146,89,-102.83999999999651
145,90,-192.24599999999919
144,91,-161.09900000000198
143,92,-291.21800000000076
142,93,-316.9559999999983
141,94,-397.65400000000227
140,95,-335.39800000000105
147,89,110.99799999999959
146,90,-104.79699999999866
145,91,-176.04499999999825
144,92,-185.41799999999785
143,93,-391.9060000000027
142,94,-218.49199999999837
140,96,-297.1800000000003
147,90,15.097000000001572
146,91,-42.375999999996566
145,92,-279.86699999999837
144,93,-268.400999999998
143,94,-318.3380000000034
141,96,-462.849000000002
139,98,-241.74500000000262
147,91,64.04299999999785
146,92,-52.26799999999639
145,93,-345.4029999999984
144,94,-226.85199999999895
143,95,-488.5789999999979
142,96,-274.79699999999866
147,92,42.667999999997846
146,93,-138.99500000000262
145,94,-341.77999999999884
144,95,-419.6399999999994
143,96,-393.03800000000047
148,92,195.49700000000303
147,93,46.22899999999936
146,94,-24.680999999996857
145,95,-409.8899999999994
144,96,-315.7779999999984
142,98,-11.281000000002678
148,93,85.11499999999796
147,94,-4.885000000002037
146,95,-205.66500000000087
145,96,-348.2300000000032
149,93,86.87599999999657
148,94,176.87599999999657
147,95,-111.98599999999715
146,96,-66.30099999999948
144,98,-3.017999999996391
149,94,164.5610000000015
148,95,85.00499999999738
147,96,-48.06399999999849
146,97,-50.370999999999185
150,94,416.02100000000064
149,95,99.13500000000204
148,96,101.83499999999913
147,97,-16.17500000000291
146,98,88.09599999999773
151,94,508.1730000000025
150,95,350.4170000000013
149,96,64.52399999999761
148,97,83.77599999999802
147,98,95.15099999999802
152,94,524.7719999999899
150,96,336.9119999999966
149,97,-3.088000000003376
148,98,160.2280000000028
147,99,188.80199999999604
146,100,481.18700000000536
151,96,363.1050000000032
150,97,269.52100000000064
149,98,49.3920000000071
148,99,348.3929999999964
152,96,532.7480000000069
151,97,391.0529999999999
150,98,287.95100000000093
148,100,507.7930000000051
153,96,300.6959999999963
152,97,446.3329999999987
151,98,342.7329999999929
149,100,419.1429999999964
148,101,330.9520000000048
154,96,389.5880000000034
153,97,332.00599999999395
152,98,510.3359999999957
150,100,572.1929999999993
149,101,239.13999999999942
155,96,237.98099999999977
154,97,467.98099999999977
153,98,364.98099999999977
152,99,401.54700000000594
151,100,468.80800000000454
150,101,506.74899999999616
154,98,424.6100000000006
153,99,414.6100000000006
152,100,496.6110000000044
151,101,387.1180000000022
150,102,691.3699999999953
155,98,291.56200000000536
154,99,330.4860000000044
153,100,295.54899999999907
151,102,618.6959999999963
150,103,573.471000000005
156,98,321.3950000000041
155,99,274.150999999998
154,100,522.5209999999934
152,102,633.3120000000054
151,103,515.8870000000024
156,99,379.2369999999937
155,100,390.4649999999965
154,101,382.06900000000314
153,102,411.93399999999383
152,103,557.304999999993
156,100,434.7960000000021
154,102,553.0460000000021
153,103,426.6030000000028
152,104,651.9919999999984
157,100,450.13700000000244
156,101,372.4719999999943
155,102,437.0639999999985
153,104,496.3889999999956
152,105,524.2850000000035
157,101,380.3500000000058
154,104,554.3380000000034
153,105,437.70299999999406
157,102,479.38099999999395
154,105,591.0209999999934
154,106,667.4949999999953
157,104,598.2329999999929
155,106,495.0040000000008
154,107,699.4100000000035
156,106,609.0720000000001
155,107,652.119000000006
156,108,743.1649999999936
157,108,820.2449999999953
158,108,1179.675000000003
157,109,892.6809999999969
159,110,1644.671000000002
160,110,1891.5840000000026
