N,Z,residual(keV)
139,87,580.5390000000007
138,88,147.57600000000093
137,89,-340.79899999999907
136,90,-422.35099999999875
135,91,-1046.4000000000015
134,92,-791.2030000000013
133,93,-403.1229999999996
141,86,1125.8349999999991
140,87,802.4449999999997
139,88,357.46399999999994
138,89,189.51499999999942
137,90,-85.2410000000018
136,91,-659.6290000000008
135,92,-524.9660000000003
134,93,-390.98199999999997
142,86,833.4660000000003
141,87,984.2209999999977
140,88,170.1939999999995
139,89,214.65399999999863
138,90,-269.10099999999875
137,91,-1346.4010000000017
136,92,-659.9989999999998
134,94,-752.1909999999989
143,86,1152.4000000000015
142,87,1148.252999999997
141,88,601.9629999999997
140,89,309.9360000000015
139,90,-354.4830000000002
138,91,-533.1519999999982
137,92,-739.380000000001
136,93,-748.622000000003
135,94,-5.076000000000931
134,95,-599.586000000003
143,87,1066.7690000000002
142,88,466.30599999999686
141,89,158.3859999999986
140,90,-137.4880000000012
139,91,-546.4569999999985
138,92,-594.9830000000002
137,93,-673.385000000002
136,94,-587.8300000000017
144,87,1020.5749999999971
143,88,696.4879999999976
142,89,422.8530000000028
141,90,-244.1889999999985
140,91,-555.6619999999966
139,92,-664.0480000000025
138,93,-606.3139999999985
137,94,-781.4230000000025
145,87,882.8340000000026
144,88,456.95500000000175
143,89,504.4230000000025
142,90,6.709999999999127
141,91,-353.45100000000093
140,92,-500.5550000000003
138,94,-489.0849999999991
146,87,1240.0520000000033
145,88,284.0619999999981
144,89,478.0369999999966
143,90,331.6419999999998
142,91,-290.5899999999965
141,92,-500.88900000000285
140,93,-561.4689999999973
139,94,-238.16399999999703
137,96,-226.6600000000035
146,88,680.6290000000008
145,89,381.1949999999997
144,90,-177.04200000000128
143,91,-381.1299999999974
142,92,-575.0409999999974
141,93,-565.1940000000031
140,94,-520.0140000000029
138,96,-607.5889999999999
146,89,687.1600000000035
145,90,-102.24599999999919
144,91,-121.09900000000198
143,92,-301.21800000000076
142,93,-466.9559999999983
141,94,-317.65400000000227
140,95,-425.39800000000105
147,89,930.9979999999996
146,90,95.20300000000134
145,91,-246.04499999999825
144,92,-555.4179999999978
143,93,-311.9060000000027
142,94,-488.49199999999837
140,96,-597.1800000000003
147,90,385.0970000000016
146,91,-232.37599999999657
145,92,-219.86699999999837
144,93,-248.40099999999802
143,94,-338.3380000000034
141,96,-432.849000000002
139,98,-181.74500000000262
147,91,-135.95700000000215
146,92,-502.2679999999964
145,93,-255.40299999999843
144,94,-416.85199999999895
143,95,-828.5789999999979
142,96,-484.79699999999866
147,92,-437.33200000000215
146,93,-328.9950000000026
145,94,-181.77999999999884
144,95,-579.6399999999994
143,96,-313.03800000000047
148,92,-374.502999999997
147,93,-443.77100000000064
146,94,-134.68099999999686
145,95,-499.8899999999994
144,96,-395.7779999999984
142,98,-561.2810000000027
148,93,-344.88500000000204
147,94,-204.88500000000204
146,95,-495.6650000000009
145,96,-378.2300000000032
149,93,-243.12400000000343
148,94,-83.12400000000343
147,95,-321.98599999999715
146,96,-456.3009999999995
144,98,-513.0179999999964
149,94,-215.4389999999985
148,95,-114.99500000000262
147,96,-228.0639999999985
146,97,-170.37099999999919
150,94,126.02100000000064
149,95,-230.86499999999796
148,96,-88.16500000000087
147,97,-316.1750000000029
146,98,-381.90400000000227
151,94,-101.8269999999975
150,95,-19.58299999999872
149,96,-215.4760000000024
148,97,-286.224000000002
147,98,-284.849000000002
152,94,44.77200000000448
150,96,-73.08800000000338
149,97,-423.0880000000034
148,98,-439.7719999999972
147,99,-771.198000000004
146,100,31.187000000005355
151,96,-486.8949999999968
150,97,-160.47899999999936
149,98,-540.6079999999929
148,99,-311.6070000000036
152,96,-187.25199999999313
151,97,-278.9470000000001
150,98,-512.0489999999991
148,100,-252.20699999999488
153,96,-59.304000000003725
152,97,-123.66700000000128
151,98,-537.2670000000071
149,100,-270.8570000000036
148,101,-29.047999999995227
154,96,19.588000000003376
153,97,-67.99400000000605
152,98,-299.6640000000043
150,100,-227.8070000000007
149,101,-490.8600000000006
155,96,317.98099999999977
154,97,167.98099999999977
153,98,-35.01900000000023
152,99,-518.4529999999941
151,100,-571.1919999999955
150,101,46.74899999999616
154,98,14.610000000000582
153,99,-385.3899999999994
152,100,-443.3889999999956
151,101,-382.8819999999978
150,102,-18.630000000004657
155,98,161.56200000000536
154,99,-319.5139999999956
153,100,-214.45100000000093
151,102,-161.30400000000373
150,103,53.471000000005006
156,98,71.39500000000407
155,99,-5.849000000001979
154,100,12.520999999993364
152,102,-136.68799999999464
151,103,-484.11299999999756
156,99,189.2369999999937
155,100,200.4649999999965
154,101,42.06900000000314
153,102,-118.06600000000617
152,103,-182.69500000000698
156,100,274.7960000000021
154,102,73.0460000000021
153,103,-173.3969999999972
152,104,-168.00800000000163
157,100,310.13700000000244
156,101,252.4719999999943
155,102,327.0639999999985
153,104,66.38899999999558
152,105,-325.7149999999965
157,101,240.35000000000582
154,104,244.33800000000338
153,105,-392.29700000000594
157,102,549.380999999994
154,105,-78.97900000000664
154,106,77.49499999999534
157,104,748.2329999999929
155,106,-134.99599999999919
154,107,-40.58999999999651
156,106,259.0720000000001
155,107,-137.88099999999395
156,108,-26.835000000006403
157,108,360.24499999999534
158,108,279.6750000000029
157,109,192.68099999999686
159,110,564.6710000000021
160,110,531.5840000000026
