N,Z,residual(keV)
71,59,-6.5640000000130385
70,60,-299.3390000000072
83,48,420.3399999999965
82,49,172.93099999999686
81,50,176.721000000005
80,51,-245.8119999999908
79,52,-151.82200000000012
78,53,-488.22699999999895
77,54,-323.4749199999933
76,55,-257.57399999999325
75,56,96.04200000000128
74,57,-20.06500000000233
73,58,-29.747999999992317
72,59,4.035999999992782
71,60,-20.239999999990687
84,48,506.7710000000079
83,49,352.24600000000646
82,50,-462.4539999999979
81,51,8.71799999999348
80,52,-131.39700000001176
79,53,-94.10199999999895
78,54,-316.37451000000874
77,55,-101.39299999999639
76,56,-134.30299999999988
75,57,49.12200000000303
74,58,-265.18799999999464
73,59,-78.8640000000014
72,60,-63.61500000000524
83,50,-136.69000000000233
82,51,-560.5130000000063
81,52,-32.63300000000163
80,53,-275.50199999999313
79,54,-20.78299999999581
78,55,-283.4429999999993
77,56,4.587999999988824
76,57,-80.69199999999546
75,58,-177.42300000000978
74,59,-247.79099999999744
73,60,-101.58000000000175
72,61,-182.05299999999988
84,50,250.1409999999887
83,51,-299.60400000000664
82,52,-352.25199999999313
81,53,-266.04000000000815
80,54,1.6655699999973876
79,55,-38.764999999984866
78,56,-98.50199999999313
77,57,-13.45899999998801
76,58,-340.4979999999923
75,59,-313.6000000000058
74,60,-343.4429999999993
73,61,-136.6079999999929
85,50,69.64800000000105
84,51,231.2679999999964
83,52,42.310000000012224
82,53,-673.8799999999901
81,54,-178.66500000000815
80,55,-187.35600000001432
79,56,54.645000000004075
78,57,-78.8579999999929
77,58,-274.1079999999929
76,59,-341.872000000003
75,60,-362.5199999999895
74,61,-245.22900000000664
73,62,-226.62200000000303
85,51,112.00999999999476
84,52,368.6209999999992
83,53,-191.9250000000029
82,54,-366.8700000000099
81,55,-148.45500000000175
80,56,68.721000000005
79,57,130.21199999999953
78,58,-249.0500000000029
77,59,-317.1209999999992
76,60,-443.89700000001176
75,61,-237.62299999999232
74,62,-430.599000000002
86,51,392.50800000000163
85,52,352.43799999999464
84,53,213.7320000000036
83,54,3.885999999998603
82,55,-469.9719999999943
81,56,-0.3009999999922002
80,57,131.73499999998603
79,58,-16.36500000000524
78,59,-159.3139999999985
77,60,-319.8689999999915
76,61,-314.55799999999
75,62,-368.55500000000757
74,63,-205.90400000000227
86,52,459.70500000000175
85,53,113.68999999998778
84,54,262.1559999999881
83,55,176.37199999998847
82,56,-122.30599999999686
81,57,53.19199999999546
80,58,-5.36699999999837
79,59,123.43300000000454
78,60,-169.3819999999978
77,61,-152.86999999999534
76,62,-494.97200000000885
75,63,-8.775999999998021
87,52,315.0199999999968
86,53,281.6359999999986
85,54,236.9140000000043
84,55,399.51200000000244
83,56,284.78199999999197
82,57,-191.98099999999977
81,58,-73.64099999998871
80,59,170.44800000000396
79,60,100.8700000000099
78,61,-109.0280000000057
77,62,-461.1290000000008
76,63,-122.25099999999657
88,52,155.3509999999951
87,53,119.57700000000477
86,54,229.0390000000043
85,55,352.0619999999908
84,56,595.2950000000128
83,57,308.04099999999744
82,58,-180.02700000000186
81,59,188.07300000000396
80,60,168.55399999998917
79,61,-43.94600000001083
78,62,-430.54499999999825
77,63,-310.84500000000116
76,64,-182.6779999999926
75,65,216.02200000000448
88,53,-82.96600000000035
87,54,101.89100000000326
86,55,425.1490000000049
85,56,527.1080000000075
84,57,397.2560000000085
83,58,49.64199999999255
82,59,-55.2329999999929
81,60,157.88000000000466
80,61,19.368000000002212
79,62,-166.75900000000547
78,63,-103.04700000000594
77,64,-142.43099999999686
76,65,372.45700000000215
89,53,-298.3689999999915
88,54,-120.64800000000832
87,55,138.34400000001187
86,56,563.1429999999964
85,57,265.95000000001164
84,58,180.90400000000955
83,59,290.43300000000454
82,60,49.545000000012806
81,61,-94.93600000000151
80,62,-336.3299999999872
79,63,-203.1299999999901
78,64,-256.622000000003
77,65,328.7780000000057
89,54,-273.8819999999978
88,55,-42.81900000000314
87,56,334.49499999999534
86,57,353.5329999999958
85,58,110.22200000000885
84,59,280.6000000000058
83,60,117.38999999999942
82,61,-114.76400000001013
81,62,-221.23499999998603
80,63,-132.5109999999986
79,64,-105.0109999999986
78,65,164.30799999999726
77,66,94.45099999999366
90,54,-461.20100000000093
89,55,-193.16199999999662
88,56,189.86999999999534
87,57,123.83999999999651
86,58,103.15800000001036
85,59,147.91199999999662
84,60,188.17199999999139
83,61,47.28399999999965
82,62,-191.42600000000675
81,63,-313.57500000001164
80,64,-88.81100000000151
79,65,226.31199999999808
78,66,-123.9910000000018
77,67,329.77900000000227
91,54,-537.0370000000039
90,55,-370.12399999999616
89,56,54.21700000000419
88,57,50.17500000000291
87,58,-39.85899999999674
86,59,163.30999999999767
85,60,88.99599999999919
84,61,53.094000000011874
83,62,-255.20700000000943
82,63,20.97599999999511
81,64,-54.32600000001548
80,65,-202.3929999999964
79,66,397.99299999999494
78,67,268.18700000000536
92,54,-626.25
91,55,-263.3799999999974
90,56,38.33099999999831
89,57,-58.67399999999907
88,58,-11.067999999999302
87,59,162.1140000000014
86,60,50.08400000000256
85,61,-7.360000000000582
84,62,-339.5599999999977
83,63,13.296999999991385
82,64,136.97699999999895
81,65,-113.04400000000896
80,66,200.37199999999575
79,67,877.8730000000069
78,68,38.58099999999831
92,55,-284.5729999999967
91,56,168.76400000000285
90,57,142.70300000000861
89,58,175.59799999999814
88,59,115.50700000001234
87,60,-76.4939999999915
86,61,-84.38399999999092
85,62,-444.14800000000105
84,63,-170.91100000000733
83,64,46.87200000000303
82,65,250.22600000000966
81,66,1.4530000000086147
80,67,597.6989999999932
79,68,580.6860000000015
78,69,352.3929999999964
93,55,-108.94999999999709
92,56,151.1889999999985
91,57,323.458000000006
90,58,231.57600000000093
89,59,252.64800000000105
88,60,-47.26600000000326
87,61,-235.37699999999313
86,62,-428.6670000000013
85,63,-442.58200000000943
84,64,-97.1189999999915
83,65,251.3530000000028
82,66,-20.497000000003027
81,67,226.33400000000256
80,68,480.20300000000134
79,69,879.6659999999974
93,56,171.97999999999593
92,57,351.97899999999936
91,58,431.8790000000008
90,59,419.92699999999604
89,60,368.3649999999907
88,61,113.49599999999919
87,62,-263.2979999999952
86,63,-303.61699999999837
85,64,-512.7729999999865
84,65,261.1609999999928
83,66,92.91000000000349
82,67,179.5460000000021
81,68,79.47899999999936
94,56,96.50100000000384
93,57,252.8530000000028
92,58,547.2369999999937
91,59,345.79099999999744
90,60,400.94899999999325
89,61,495.1640000000043
88,62,-104.1359999999986
87,63,-20.769000000000233
86,64,-385.45100000000093
85,65,-381.6889999999985
84,66,84.48199999998906
83,67,373.7079999999987
82,68,-0.12299999999231659
94,57,404.4609999999957
93,58,314.5420000000013
92,59,345.01900000000023
91,60,489.11699999999837
90,61,140.13999999999942
89,62,207.82000000000698
88,63,264.50199999999313
87,64,-60.11999999999534
86,65,64.25900000000547
85,66,-299.78800000000047
84,67,455.8539999999921
83,68,145.00999999999476
82,69,154.5870000000068
81,70,-111.05199999999604
93,59,155.4300000000003
92,60,420.33699999999953
91,61,199.93200000001525
90,62,5.1230000000068685
89,63,397.0
88,64,125.7960000000021
87,65,290.6959999999963
86,66,-229.16300000000047
85,67,123.16400000000431
84,68,236.9820000000036
83,69,282.72099999999773
82,70,-250.48599999999715
94,59,289.01000000000204
93,60,144.61999999999534
92,61,46.697000000000116
91,62,182.8410000000149
90,63,-147.76600000000326
89,64,358.95599999999104
88,65,501.6899999999878
87,66,165.30299999999988
86,67,32.22600000000966
85,68,45.51799999999639
84,69,450.2900000000009
82,71,-90.6620000000039
95,59,327.4979999999996
94,60,470.99800000000687
93,61,-69.90199999998731
92,62,93.33600000001024
91,63,-47.96700000000419
90,64,-34.25799999998708
89,65,620.593000000008
88,66,303.0850000000064
87,67,366.8220000000074
86,68,-240.2740000000049
85,69,304.55799999999726
84,70,140.90699999999924
96,59,231.16500000000087
95,60,226.80399999999645
94,61,-41.10599999999977
93,62,-68.80600000001141
92,63,-272.73700000000827
91,64,27.002000000007683
90,65,25.361000000004424
89,66,546.8610000000044
88,67,455.400999999998
87,68,-60.47200000000157
86,69,75.5789999999979
85,70,-44.81400000000576
84,71,342.3440000000046
97,59,84.89299999999639
96,60,413.16999999999825
95,61,-193.64700000000448
94,62,60.16500000000815
93,63,-410.94400000000314
92,64,-62.43300000000454
91,65,116.69000000000233
90,66,201.9140000000043
89,67,462.997000000003
88,68,-32.682999999997264
87,69,31.88300000000163
86,70,-305.8380000000034
85,71,113.25
84,72,-69.61400000000867
98,59,72.0940000000046
97,60,83.18300000000454
96,61,-83.41599999999744
95,62,-97.25400000000081
94,63,-401.4340000000084
93,64,-188.49599999998463
92,65,-159.44800000000396
91,66,232.3310000000056
90,67,229.9380000000092
89,68,338.15200000000186
88,69,266.1209999999992
87,70,-329.9119999999966
86,71,-54.11800000000221
84,73,133.15199999999822
98,60,282.5769999999975
97,61,-325.9429999999993
96,62,179.45099999999366
95,63,-495.56099999998696
94,64,-116.3689999999915
93,65,-178.08299999999872
92,66,160.34799999999814
91,67,279.40400000000955
90,68,-57.815000000009604
89,69,350.1000000000058
88,70,-309.72000000000116
87,71,-115.09999999999854
86,72,-254.8989999999976
99,60,-20.606999999996333
98,61,-97.95100000000093
97,62,-106.44900000000052
96,63,-333.5859999999957
95,64,-241.95699999999488
94,65,-234.58199999999488
93,66,127.38000000000466
92,67,89.88000000000466
91,68,128.58000000000175
90,69,44.495999999999185
89,70,-18.317000000002736
88,71,-164.20899999999529
87,72,-209.30599999999686
86,73,-6.5570000000006985
100,60,125.98500000000058
99,61,-264.2390000000014
98,62,170.12800000000425
97,63,-503.54899999999907
96,64,-130.86000000000058
95,65,-256.67399999999907
94,66,168.0749999999971
93,67,287.5749999999971
92,68,41.52399999999034
91,69,180.36300000000483
90,70,-289.3269999999975
89,71,-149.04200000000128
88,72,-332.4470000000074
87,73,-93.69999999999709
86,74,-331.0730000000003
100,61,-200.6889999999985
99,62,-6.542999999997846
98,63,-370.20100000000093
97,64,-339.74200000000565
96,65,-319.2780000000057
95,66,97.90600000000268
94,67,87.10599999999977
93,68,193.60200000000623
92,69,60.08499999999913
91,70,-111.64800000000105
90,71,-342.1490000000049
89,72,-221.81700000000274
88,73,17.125
86,75,-169.11999999999898
100,62,137.1469999999972
99,63,-454.94400000000314
98,64,-75.02000000001135
97,65,-811.9479999999967
96,66,78.6310000000085
95,67,77.23700000000827
94,68,221.9899999999907
93,69,224.5179999999964
92,70,-146.4629999999961
91,71,-333.65899999999965
90,72,-538.6259999999966
89,73,8.99500000000262
88,74,-77.11699999999837
101,62,-160.01200000000244
100,63,-335.2190000000046
99,64,-243.59100000000035
98,65,-378.35400000000664
97,66,-134.95799999998417
96,67,-94.32700000000477
95,68,269.4869999999937
94,69,193.78699999999662
93,70,125.42200000000594
92,71,-375.2149999999965
91,72,-373.8199999999997
90,73,-170.23399999999674
89,74,82.06100000000151
88,75,90.14700000000084
102,62,32.58600000000297
101,63,-492.2459999999992
100,64,28.31199999999808
99,65,-375.68299999999726
98,66,4.951000000000931
97,67,-159.11700000000565
96,68,200.82699999999022
95,69,428.7569999999978
94,70,111.028999999995
93,71,-39.1759999999922
92,72,-556.8559999999998
91,73,-188.50500000000466
90,74,-163.5550000000003
89,75,161.35900000000038
88,76,-253.9230000000025
102,63,-372.80300000000716
101,64,-239.6820000000007
100,65,-186.34900000000198
99,66,-66.68899999999849
98,67,-255.31699999999546
97,68,198.1469999999972
96,69,195.57600000000093
95,70,283.3119999999981
94,71,-141.14800000000105
93,72,-231.512999999999
92,73,-411.2720000000045
91,74,-26.71600000000035
90,75,144.0470000000023
102,64,108.07400000000052
101,65,-279.57799999999406
100,66,202.42900000000373
99,67,-299.9389999999985
98,68,155.0550000000003
97,69,330.0219999999972
96,70,303.5940000000046
95,71,210.61299999999756
94,72,-329.78899999999703
93,73,-85.68000000000029
92,74,-276.6710000000021
91,75,212.26499999999942
90,76,-31.52600000000166
103,64,-158.2320000000036
102,65,-62.98200000000361
101,66,60.64899999999761
100,67,-177.35900000000402
99,68,-29.955999999998312
98,69,77.18300000000454
97,70,417.6999999999971
96,71,47.31899999999587
95,72,-35.46100000000297
94,73,-197.16399999999703
93,74,39.68800000000192
91,76,207.7400000000016
90,77,-108.04799999999886
103,65,-250.2809999999954
102,66,270.10199999999895
101,67,-218.43099999999686
100,68,157.4690000000046
99,69,16.72099999999773
98,70,338.93299999999726
97,71,92.0679999999993
96,72,-116.95700000000215
95,73,135.78699999999662
94,74,-176.63000000000466
93,75,43.21099999999569
92,76,34.10499999999956
91,77,46.36999999999898
90,78,-519.0779999999995
103,66,30.089999999996508
102,67,-8.110000000000582
101,68,11.536999999996624
100,69,11.546000000002095
99,70,274.6729999999952
98,71,9.872999999992317
97,72,65.90500000000611
96,73,63.86500000000524
95,74,195.23400000000402
94,75,2.352999999995518
93,76,249.91599999999744
92,77,-10.416000000001077
103,67,-92.81400000000576
102,68,327.98599999999715
101,69,-198.21399999999994
100,70,375.57100000000355
99,71,-1.1339999999909196
98,72,-120.86000000000058
97,73,185.13000000000466
96,74,136.096000000005
95,75,331.10400000000664
94,76,44.00800000000163
92,78,-216.0019999999986
104,67,90.9780000000028
103,68,141.87799999999697
102,69,-40.77100000000064
101,70,166.78199999999924
100,71,0.6350000000020373
99,72,-107.25100000000384
98,73,-41.57900000000518
97,74,311.90499999999884
96,75,340.9149999999936
95,76,486.86200000000827
94,77,35.57000000000335
93,78,-25.369000000002416
92,79,-263.90300000000025
104,68,413.32199999999284
103,69,-234.9539999999979
102,70,318.8440000000046
101,71,-90.57600000000093
100,72,-69.83200000000215
99,73,-54.18300000000454
98,74,108.0089999999982
97,75,459.16100000000006
96,76,321.1589999999924
95,77,281.9269999999997
94,78,-270.77000000000044
93,79,-196.01100000000042
92,80,-546.3610000000001
104,69,12.732999999992899
103,70,42.96600000000035
102,71,-105.31400000000576
101,72,-267.1900000000023
100,73,-151.9429999999993
99,74,54.211999999999534
98,75,312.52999999999884
97,76,562.8499999999985
96,77,183.84400000000096
95,78,93.64199999999983
94,79,-296.21700000000055
105,69,-132.52100000000064
104,70,346.97899999999936
103,71,-241.99200000000565
102,72,-82.88300000000163
101,73,-233.07100000000355
100,74,-28.593000000000757
99,75,238.59900000000198
98,76,312.9170000000013
97,77,522.5629999999983
96,78,-91.8080000000009
94,80,-322.317
106,69,69.94400000000314
105,70,138.3440000000046
104,71,-50.47799999999552
103,72,-133.262999999999
102,73,-261.3529999999955
101,74,-174.3000000000029
100,75,83.68800000000192
99,76,254.74000000000524
98,77,233.9890000000014
97,78,362.71600000000035
96,79,-122.98600000000079
95,80,-90.64300000000003
107,69,64.37799999999697
106,70,573.7779999999984
105,71,-161.23300000000017
104,72,104.7719999999972
103,73,-136.278999999995
102,74,-61.00800000000163
101,75,47.30999999999767
100,76,170.11599999999453
99,77,272.7769999999946
98,78,-98.71800000000076
97,79,63.03299999999945
96,80,-273.6389999999992
95,81,-10.371999999999957
107,70,225.09599999999773
106,71,175.49699999999575
105,72,-21.04500000000553
104,73,-102.04500000000553
103,74,-49.0309999999954
102,75,2.9249999999956344
101,76,120.85200000000623
100,77,97.47499999999854
99,78,13.26299999999901
98,79,-135.2360000000008
97,80,119.77700000000004
96,81,-331.30300000000034
108,70,310.7609999999986
107,71,-62.78100000000268
106,72,329.03399999999965
104,74,106.03399999999965
103,75,155.34299999999348
102,76,186.65699999999924
101,77,122.08599999999569
100,78,-148.8859999999986
99,79,89.37099999999919
98,80,-92.64600000000064
96,82,-47.92900000000009
108,71,93.28699999999662
107,72,82.8640000000014
106,73,-57.55599999999686
105,74,-40.646999999997206
104,75,113.38799999999901
103,76,240.4629999999961
102,77,-40.81899999999587
101,78,-197.22699999999895
100,79,-109.07200000000012
99,80,284.57600000000093
98,81,-399.03200000000015
97,82,175.60800000000017
109,71,-258.07600000000093
108,72,202.82400000000052
107,73,-328.73099999999977
106,74,124.25699999999779
105,75,104.03600000000006
104,76,259.40200000000186
103,77,20.2699999999968
102,78,-254.47499999999854
101,79,-84.64600000000064
100,80,-86.91300000000047
99,81,-122.23799999999937
98,82,-83.06899999999996
110,71,1.1860000000015134
109,72,-95.85800000000017
108,73,-320.5639999999985
107,74,-135.74500000000262
106,75,-4.6120000000009895
105,76,338.9320000000007
104,77,-102.03500000000349
103,78,-272.8969999999972
102,79,-205.84000000000015
101,80,225.77300000000105
100,81,-584.0489999999991
99,82,193.56899999999996
110,72,196.46399999999994
109,73,-459.9849999999933
108,74,-117.24399999999878
107,75,-90.64400000000023
106,76,362.59100000000035
105,77,71.01800000000367
104,78,-248.72000000000116
103,79,-169.27600000000166
102,80,-54.68499999999767
101,81,105.88700000000063
100,82,-77.7559999999994
112,71,144.48599999999715
111,72,7.753000000004249
110,73,-295.1470000000045
109,74,-335.0630000000019
108,75,-367.36299999999756
107,76,177.8399999999965
106,77,56.461999999999534
105,78,-57.396999999997206
104,79,-133.58799999999974
103,80,228.74500000000262
102,81,-470.7610000000004
101,82,208.89199999999983
112,72,466.24699999999575
111,73,-242.1530000000057
110,74,-91.55299999999988
109,75,-372.4190000000017
108,76,170.33499999999913
107,77,-1.8550000000032014
106,78,14.114000000008673
105,79,-81.11399999999776
104,80,91.41300000000047
103,81,162.9449999999997
102,82,-197.8859999999986
113,72,335.7960000000021
112,73,-28.570999999996275
111,74,-142.97099999999773
110,75,-322.8469999999943
109,76,54.99199999999837
108,77,-106.55799999999726
107,78,30.355999999999767
106,79,-14.450000000004366
105,80,450.04899999999907
104,81,-296.64500000000044
103,82,194.28900000000067
114,72,559.3860000000059
113,73,41.09799999999814
112,74,59.59799999999814
111,75,-288.41999999999825
110,76,23.468000000000757
109,77,17.05000000000291
108,78,-17.846999999994296
107,79,-30.755999999997584
106,80,114.64099999999962
105,81,184.0600000000013
104,82,-156.89700000000084
103,83,380.3029999999999
102,84,-399.96900000000005
114,73,213.65000000000146
113,74,61.95599999999831
112,75,-178.94800000000396
111,76,14.385000000002037
110,77,-73.47699999999895
109,78,196.0390000000043
108,79,-160.27999999999884
107,80,375.19100000000253
106,81,-362.6919999999991
105,82,126.84499999999935
104,83,24.325000000000728
103,84,-292.7919999999999
114,74,415.42000000000553
113,75,24.12000000000262
112,76,63.29899999999907
111,77,-96.15499999999884
110,78,-84.27000000000407
109,79,75.38500000000204
108,80,-69.25099999999657
107,81,153.39700000000084
106,82,-131.52400000000125
105,83,347.6999999999998
104,84,-304.47800000000007
114,75,261.8029999999999
113,76,272.1979999999967
112,77,-161.2520000000004
111,78,87.49500000000262
110,79,-174.6579999999958
109,80,105.42199999999866
108,81,-311.7049999999981
107,82,306.1810000000005
106,83,77.33599999999933
105,84,-0.39600000000018554
116,74,701.4680000000008
115,75,406.1849999999977
114,76,277.1750000000029
113,77,72.28599999999278
112,78,-207.2039999999979
111,79,-106.44000000000233
110,80,-210.22500000000218
109,81,70.8640000000014
108,82,58.293000000001484
107,83,421.79399999999805
106,84,-81.40799999999945
117,74,554.4239999999991
116,75,512.9919999999984
115,76,387.4609999999957
114,77,-107.62600000000384
113,78,-57.13600000000588
112,79,-420.4100000000035
111,80,5.551000000003114
110,81,-309.0509999999995
109,82,405.9569999999985
108,83,93.84899999999834
107,84,246.16899999999987
106,85,-47.38700000000017
117,75,504.67199999999866
116,76,329.1970000000001
115,77,74.06900000000314
114,78,-383.9250000000029
113,79,-178.3839999999982
112,80,-193.0809999999983
111,81,125.2510000000002
110,82,284.85399999999936
109,83,387.8629999999994
108,84,-27.58300000000054
107,85,261.1420000000003
118,75,232.45899999999892
117,76,206.09900000000198
116,77,-107.20500000000175
115,78,-227.8770000000004
114,79,-336.8289999999979
113,80,-8.165000000000873
112,81,-165.01800000000003
111,82,625.8449999999975
110,83,144.83699999999953
109,84,253.19800000000032
108,85,-11.422999999999995
107,86,-111.97999999999956
118,76,179.22400000000562
117,77,-57.876000000000204
116,78,-411.20100000000093
115,79,-193.4499999999971
114,80,-151.65200000000186
113,81,4.5020000000004075
112,82,410.53399999999965
111,83,461.77999999999884
110,84,3.683000000000902
109,85,302.9100000000001
108,86,-277.8760000000002
119,76,36.30399999999645
118,77,29.582000000002154
117,78,-179.2779999999948
116,79,-358.0609999999979
115,80,8.45799999999872
114,81,-238.89200000000346
113,82,598.8610000000008
112,83,230.73300000000017
111,84,316.14500000000044
110,85,-53.598999999999705
109,86,-25.81500000000051
120,76,60.67700000000332
119,77,-123.52200000000084
118,78,-173.93800000000192
117,79,-211.71800000000076
116,80,-109.04400000000169
115,81,-97.19800000000032
114,82,568.8660000000018
113,83,319.46800000000076
112,84,173.8690000000006
111,85,311.72499999999945
110,86,-271.8309999999999
120,77,62.67699999999968
119,78,15.625
118,79,-271.4509999999973
117,80,-98.33099999999831
116,81,-199.82200000000375
115,82,673.8150000000023
114,83,128.60399999999936
113,84,255.82200000000012
112,85,96.54500000000007
111,86,1.5679999999999836
110,87,-201.1319999999996
120,78,108.48199999999997
119,79,-149.29300000000148
118,80,-85.01499999999942
117,81,-99.8530000000028
116,82,553.9570000000022
115,83,346.14900000000125
114,84,-10.378000000000611
113,85,158.65299999999934
112,86,-97.81999999999994
111,87,245.89800000000105
122,77,-260.63400000000183
121,78,17.0
120,79,-10.151999999998225
119,80,-77.0659999999989
118,81,-124.49700000000303
117,82,618.4660000000003
116,83,143.48399999999674
115,84,104.27100000000064
114,85,-189.47699999999895
113,86,-31.746000000000095
112,87,47.1880000000001
122,78,-144.57800000000134
121,79,-226.49400000000242
120,80,132.632999999998
119,81,-86.72699999999895
118,82,523.3420000000006
117,83,270.9259999999995
116,84,56.8169999999991
115,85,-67.39400000000023
114,86,-290.9540000000002
113,87,202.47800000000097
123,78,44.3949999999968
122,79,-265.1050000000032
121,80,-6.72899999999936
120,81,-41.57800000000134
119,82,440.6670000000013
118,83,180.59399999999732
117,84,164.83399999999892
116,85,-216.14100000000144
115,86,-177.61299999999937
114,87,-178.62699999999995
113,88,-15.88300000000163
124,78,-73.42799999999988
123,79,-383.1820000000007
122,80,-32.210000000002765
121,81,-236.21900000000096
120,82,428.2920000000013
119,83,325.0460000000021
118,84,204.13100000000122
117,85,62.59400000000096
116,86,-279.7610000000004
115,87,-63.46199999999999
114,88,-310.0
124,79,-296.84400000000096
123,80,-75.1030000000028
122,81,-208.3090000000011
121,82,271.3169999999991
120,83,221.8070000000007
119,84,336.6810000000005
118,85,-45.207000000000335
117,86,-123.84500000000025
116,87,-263.788
115,88,-231.86899999999878
124,80,-102.14800000000105
123,81,-350.0699999999997
122,82,215.08499999999913
121,83,174.97300000000178
120,84,447.255000000001
119,85,189.7479999999996
118,86,-30.215000000000146
117,87,-78.09199999999998
116,88,-365.90300000000025
125,80,-356.3189999999995
124,81,-284.7019999999975
123,82,64.23799999999756
122,83,45.33100000000195
121,84,268.0020000000004
120,85,227.1810000000005
119,86,153.9359999999997
118,87,-119.41600000000017
117,88,-224.54700000000048
116,89,-224.01100000000042
126,80,-295.6280000000006
125,81,-696.893
124,82,131.09399999999732
123,83,-15.501000000003842
122,84,284.3319999999985
121,85,150.61199999999917
120,86,301.3820000000014
119,87,285.44100000000003
118,88,-162.48700000000008
117,89,-85.24599999999919
127,80,-195.5460000000021
126,81,-697.6360000000022
125,82,-445.46800000000076
124,83,5.846000000001368
123,84,164.79999999999927
122,85,-3.5820000000003347
121,86,92.35800000000017
120,87,241.37899999999945
119,88,106.1880000000001
118,89,-171.8719999999994
128,80,-24.70799999999872
127,81,-330.6209999999992
126,82,-480.51900000000023
125,83,-329.5509999999995
124,84,285.7930000000015
123,85,-4.500999999998385
122,86,76.21100000000115
121,87,78.07200000000012
120,88,293.0339999999999
119,89,194.5540000000001
118,90,-364.9589999999989
128,81,-291.3929999999982
127,82,-275.0740000000005
126,83,-476.4890000000014
125,84,-285.0149999999994
124,85,-39.87299999999959
123,86,-75.04900000000089
122,87,-154.7439999999997
121,88,-49.460000000000036
120,89,198.58700000000135
129,81,-237.89599999999882
128,82,52.370999999999185
127,83,-340.005000000001
126,84,-150.96000000000095
125,85,-374.2990000000009
124,86,114.03600000000006
123,87,-186.60800000000017
122,88,-161.661
121,89,106.97899999999936
120,90,38.121000000001004
130,81,-319.1989999999996
129,82,-63.91200000000026
128,83,137.98400000000038
127,84,135.60799999999836
126,85,-342.2910000000011
125,86,-343.3299999999999
124,87,-140.91400000000021
123,88,-324.63
122,89,-227.11499999999978
121,90,-181.90399999999863
120,91,130.22599999999875
130,82,106.47100000000046
129,83,29.256999999999607
128,84,298.09200000000055
127,85,-65.24899999999798
126,86,-111.11899999999878
125,87,-391.29800000000023
124,88,-158.263
123,89,-208.60000000000036
122,90,-237.8139999999985
121,91,12.423000000002503
132,81,-345.9889999999998
131,82,-35.697999999999865
130,83,202.22900000000027
129,84,206.78099999999904
128,85,170.57799999999952
127,86,141.7510000000002
126,87,-225.69900000000007
125,88,-475.443
124,89,-263.47099999999955
123,90,-376.4920000000002
122,91,-219.40599999999904
132,82,32.480999999999995
131,83,209.22000000000003
130,84,223.6280000000006
129,85,151.84900000000016
128,86,243.53600000000006
127,87,114.07300000000009
126,88,-42.66000000000001
125,89,-395.22800000000007
124,90,-278.7679999999982
123,91,-124.00500000000102
133,82,-107.65500000000065
132,83,92.87199999999984
131,84,141.72900000000004
130,85,208.61699999999996
129,86,282.51
128,87,139.237
127,88,129.79499999999962
126,89,-94.05000000000018
125,90,-572.1660000000011
124,91,-233.262999999999
123,92,-421.48799999999756
133,83,95.78800000000047
132,84,-17.463999999999942
131,85,242.7779999999998
130,86,174.11200000000002
129,87,152.92200000000003
128,88,82.76600000000008
127,89,175.6359999999995
126,90,-35.0630000000001
125,91,-423.8009999999995
124,92,-262.1710000000021
134,83,-213.23699999999917
133,84,10.351999999999862
132,85,131.89800000000014
131,86,218.26599999999962
130,87,65.56299999999919
129,88,100.03600000000006
128,89,-30.179000000000087
127,90,-13.520000000000437
126,91,15.148000000001048
135,83,-141.96199999999953
134,84,-98.74799999999959
133,85,246.91799999999967
132,86,86.01299999999901
131,87,39.4399999999996
130,88,-44.84400000000096
129,89,54.04500000000007
128,90,-90.65300000000025
127,91,122.5679999999993
126,92,-17.44499999999971
135,84,-69.83899999999994
134,85,36.42100000000028
133,86,169.737000000001
132,87,54.03899999999885
131,88,63.852999999999156
130,89,-40.74700000000121
129,90,-31.11999999999898
128,91,-110.47699999999895
127,92,-115.14700000000084
126,93,18.251000000000204
136,84,-229.23799999999937
135,85,291.64800000000105
134,86,32.4940000000006
133,87,-55.0679999999993
132,88,-32.90899999999965
131,89,40.154999999998836
130,90,-81.2619999999988
129,91,48.49699999999939
127,93,17.72200000000157
137,84,-24.64300000000003
136,85,101.3289999999979
135,86,249.5540000000001
134,87,-61.04900000000089
133,88,-196.42299999999886
132,89,-36.652000000000044
131,90,176.52599999999802
130,91,-28.262999999995372
129,92,-96.90400000000227
138,84,-12.93199999999706
137,85,526.9279999999962
136,86,87.75700000000143
135,87,-72.7970000000023
134,88,-91.29500000000007
133,89,-261.3029999999999
132,90,102.13900000000285
131,91,164.8610000000008
130,92,-18.166000000001077
129,93,245.4409999999989
138,85,390.70800000000236
137,86,442.63800000000265
136,87,-19.570999999999913
135,88,-208.85499999999956
134,89,-203.04499999999825
133,90,46.101999999995314
132,91,199.9140000000043
131,92,325.1779999999999
130,93,10.183000000000902
139,85,771.518
138,86,403.49800000000323
137,87,206.1140000000014
136,88,32.632000000001426
135,89,-244.9519999999975
134,90,61.880999999997584
133,91,20.050999999995838
132,92,293.7900000000009
131,93,403.2479999999996
139,86,614.7430000000022
138,87,267.4019999999982
137,88,145.34400000000096
136,89,-75.39500000000044
135,90,57.492999999998574
134,91,54.73999999999796
133,92,294.10099999999875
132,93,288.0980000000018
140,86,412.4939999999988
139,87,542.8390000000036
138,88,318.07600000000093
